input,expected_resolved,should_resolve,target_language
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,punjabi
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,odia
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,assamese
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,hindi
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,bengali
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,tamil
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,telugu
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,marathi
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,gujarati
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,kannada
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,malayalam
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,punjabi
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,odia
The translator read the document. He converted it into English.,The translator read the document. The converted the translator read the into English.,True,assamese
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,hindi
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,bengali
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,tamil
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,telugu
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,marathi
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,gujarati
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,kannada
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,malayalam
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,punjabi
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,odia
The cricketer hit a six. The crowd cheered for him.,The cricketer hit a six. The crowd cheered for the.,True,assamese
The runner fell at the start. She got up and continued.,The runner fell at the start. The got up and continued.,True,hindi
The runner fell at the start. She got up and continued.,The runner fell at the start. The got up and continued.,True,bengali
The runner fell at the start. She got up and continued.,The runner fell at the start. The got up and continued.,True,tamil
The runner fell at the start. She got up and continued.,The runner fell at the start. The got up and continued.,True,telugu
The runner fell at the start. She got up and continued.,The runner fell at the start. The got up and continued.,True,marathi
The runner fell at the start. She got up and continued.,The runner fell at the start. The got up and continued.,True,gujarati
The runner fell at the start. She got up and continued.,The runner fell at the start. The got up and continued.,True,kannada
